"vocabpre"	"mathpre"	"numbmath"	"likemath"	"likelit"	"preflit"	"pextra"	"pagree"	"pconsc"	"pemot"	"pintell"	"mars"	"beck"	"rq"	"vm"	"cauc"	"afram"	"other"	"age"	"male"	"married"	"parents."	"momdegr"	"daddegr"	"credit"	"majormi"	"actcomp"	"hsgpaar"	"collgpaa"	"vocaball"	"mathall"
"381"	26	2	1	2	10	3	38	48	48	28	29	125	1	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	32	"female"	"0"	5e+05	12	12	0	"non-technical"	18.953513042024	1.67	4	21	5
"382"	17	5	2	5	5	2	33	45	35	42	41	46	0	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	18	"male"	"0"	29770.4687405328	12	12	12	"non-technical"	20	3.06	2.5	16	6
"383"	21	4	3	5	8	3	35	49	37	20	37	54	4	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	55000	12	14	0	"technical"	21	4	2.89	17	7
"384"	26	5	2	4	3	2	32	35	28	30	34	75	8	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	19	"male"	"0"	40796.8847950644	18	20	30	"non-technical"	22.487	3.19	2.46	12	13
"385"	22	4	1	2	10	3	47	49	25	22	43	97	1	"randomized experiment"	"Mathematics"	"Other"	"Other"	1	19	"female"	"0"	45000	12	18	52	"non-technical"	19	2.41	1.789	7	7
"386"	20	7	2	7	5	3	25	24	29	36	25	29	1	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	23	"male"	"0"	70000	12	12	116	"non-technical"	20	2.7	2.214	8	13
"387"	20	6	3	8	4	1	38	41	40	36	35	53.125	2	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	35	"female"	"0"	136093.770789134	14	14	0	"non-technical"	18.2120413859026	2.65605915488864	3.142	18	7
"388"	16	4	1	2	4	3	30	32	36	14	28	103	14	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	19	"female"	"0"	33187.042027392	16	16	47	"non-technical"	19	3.5	2.5	12	9
"389"	25	11	1	5	5	2	28	43	35	22	30	77	14	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	45	"female"	"0"	141822.596944662	12	12	30	"non-technical"	20.5107729444248	2.601257780847	3.84	10	14
"390"	26	8	3	5	8	2	30	42	21	10	44	33	6	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	20	"female"	"0"	35000	13	12	0	"non-technical"	24	3.3	3.84	9	7
"391"	22	6	2	9	4	1	27.5788135970967	39.1204166247308	34.1276509730194	26.6749918347672	35.0261177629139	107	1	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	18	"female"	"0"	35000	16	12	0	"technical"	27	3.81	2.7	18	12
"392"	29	11	3	6	10	3	33	43	41	34	41	44	5	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	28	"male"	"0"	37000	14	13	39	"non-technical"	25	2.5	2.35	20	12
"393"	20	4	4	6	6	3	31	38	34	40	35	34.7826086956522	0	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	24	"female"	"0"	1e+05	12	12	115	"non-technical"	17.6806857400463	3	2.67	18	3
"394"	19	3	1	2	5	3	22	41	40	32	36	80.2083333333333	4	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	21	"female"	"0"	30000	12	12	0	"non-technical"	19	2.66	0.96	6	9
"395"	25	11	4	9	5	1	23	29	40	18	37	35	12	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	21	"male"	"0"	250000	16	20	0	"non-technical"	24	3	2.5	18	15
"396"	25	11	3	3	6	3	40	40	42	47	39	62	1	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	25	"male"	"0"	75000	16	16	31	"non-technical"	22	2.52	2.38	17	8
"397"	25	5	4	3	6	3	44	46	25	23	40	56	3	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	37864.1174352264	12	12	24	"non-technical"	25	3.61	2.584	17	11
"398"	32	11	3	7	6	1	41	47	32	16	46	37	1	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	22	"female"	"0"	150000	16	18	3	"non-technical"	31	3.25	2.4	14	16
"399"	24	8	1	2	7	3	34	50	50	23	36	64	1	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	24	"female"	"married"	147447.103924155	18	20	23	"non-technical"	19	3.17	3.11	14	4
"400"	16	3	2	2	7	3	33	38	43	34	27	50	2	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	44	"female"	"married"	42986.4183172462	12	0	37	"technical"	12.0273594313154	2.75	2.92	11	5
"401"	25	11	4	6	9	3	32	35	35	29	37	33	1	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	34	"male"	"0"	50000	12	12	0	"technical"	25	3	2.5	22	8
"402"	22	8	1	2	8	3	34	41	25	36	26	83	0	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	132093.18863455	16	16	51	"non-technical"	20	2.36	2.76	15	8
"403"	27	5	2	2	8	3	39	40	37	34	37	58	1	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"female"	"0"	40000	12	13	0	"non-technical"	21	3.32	2.33	21	5
"404"	16	3	1	2	7	3	39	48	38	26	35	26	3	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	125231.555334987	12	12	0.5	"non-technical"	18	3.34	1.166	16	4
"405"	31	9	3	6	8	3	39	47	42	46	38	44	2	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	30	"female"	"0"	150000	14	16	67	"non-technical"	31	3.6	2.21	21	8
"406"	18	7	3	6	5	2	31	47	42	29	42	46	3	"randomized experiment"	"Vocabulary"	"Other"	"Other"	1	22	"female"	"0"	79666.9436379526	12	12	64	"technical"	22	3.08	2.594	20	15
"407"	24	12	3	10	7	1	36	40	31	46	44	37	2	"quasiexperiment"	"Mathematics"	"Other"	"Other"	1	19	"male"	"0"	40000	18	20	34	"technical"	31	3.57	3.88	8	17
"408"	16	4	2	3	7	3	31	40	39	33	34	78	7	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	21	"female"	"married"	24000	12	12	9	"non-technical"	18	2	3.265	15	1
"409"	25	7	1	2	7	3	33	45	31	35	43	70	0	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	60000	12	18	29	"non-technical"	24	2.4	3.67	19	5
"410"	20	4	2	3	8	3	26	40	33	32	39	63	2	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	20	"male"	"0"	52684.0054437651	14.2375288567648	13.8487179346258	35.2251388867111	"technical"	21.59	3.32	2.89	17	8
"411"	11	3	1	6	7	3	35	32	32	26	34	84	6	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	21	"female"	"0"	80804.1674867727	14	13.1998739014201	3.52396528898247	"technical"	13.5362102582007	2.47	1	6	10
"412"	28	4	1	5	8	2	26	36	33	30	29	70	3	"randomized experiment"	"Vocabulary"	"Other"	"Other"	1	42	"female"	"0"	122711.06541753	16	12	70	"technical"	20.5270781812671	2.84444158027855	3.54	21	5
"413"	21	7	3	7	8	2	39	40	39	30	41	64	0	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"male"	"0"	80741.7741176022	16	14	54	"non-technical"	22	3.34	3.904	6	11
"414"	22	11	2	10	5	1	30	43	41	38	39	35	0	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"male"	"0"	70000	16	16	75	"non-technical"	21	3.73	3.283	18	10
"415"	20	9	1	3	7	3	35	50	40	49	26	63	3	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	20	"female"	"0"	310000	18	19	0	"non-technical"	20.2900144738033	2.66	2.25	11	15
"416"	21	8	3	3	5	3	40	48	41	26	38	50	6	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	130000	18	18	25	"non-technical"	21	3.09	2.8	18	11
"417"	18	2	2	8	7	2	32	44	32	27	34	46	3	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"female"	"0"	40000	16	12	17	"non-technical"	21	3.69	2.903	8	9
"418"	24	14	2	10	3	1	27	32	33	33	35	34	4	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	16	"male"	"0"	75000	16	16	0	"technical"	28	3.87	3.88	20	16
"419"	22	6	1	2	7	3	37	36	26	21	33	75	8.66666666666667	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"female"	"0"	25000	16	16	0	"non-technical"	19	2	1.95	2	11
"420"	28	10	4	2	8	3	39	49	31	46	47	45	11	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	22	"male"	"0"	250000	12	16	52	"technical"	24	2.11	3.553	7	11
"421"	26	4	1	2	8	3	48	49	24	12	43	110	15	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"female"	"0"	144749.730189328	18	20	52	"non-technical"	26	2.69	3.666	17	5
"422"	24	2	2	2	3	3	20	40	35	38	32	50	2	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"male"	"0"	40000	12	18	14	"non-technical"	27	3.81	3.89	7	15
"423"	30	8	3	7	2	1	21	40	31	15	24	53	11	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"female"	"0"	126836.431253905	12	12	61	"non-technical"	30	3.95	3.73	20	15
"424"	24	7	2	2	2	2	41	44	37	27	41	72	4	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	22	"female"	"0"	50000	10	14	90	"non-technical"	16	2	2.208	18	6
"425"	29	4	2	2	9	3	34	32	34	19	45	72	11	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	25	"male"	"0"	42000	12	14	12	"technical"	24.9670180971228	2	2.666	20	2
"426"	26	10	3	7	3	1	14	43	34	11	35	35	11	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	21	"female"	"0"	87720.8273152379	14	18	100	"technical"	30	4	3.95	12	16
"427"	22	5	2	3	7	3	25	40	36	29	37	59	0	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19.211498973306	"female"	"0"	34774.5861713661	14.7458298703695	15.0098987064812	29.085643786065	"non-technical"	22.97039039775	3.39668171415069	2.82130888236449	13	5
"428"	21	13	2	7	4	1	39	41	40	36	41	29	0	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"male"	"0"	55000	12	12	0	"non-technical"	29	3.16	3.076	9	18
"429"	22	3	3	3	6	3	24	38	37	29	35	77	7	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	21	"female"	"0"	106221.235243217	16	12	95	"non-technical"	19	3.72	2.69	16	7
"430"	24	0	3	3	10	3	32	49	43	46	45	63	1	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"male"	"0"	19000	12	16	12	"non-technical"	28	2.69	3.11	15	12
"431"	13	5	2	7	3	1	25	41	39	30	31	99	4	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	22	"female"	"0"	100597.084556838	12	12	6	"technical"	15.2515078073457	2.61	1.64	6	12
"432"	17	7	3	6	4	1	26	37	35	29	33	64	1	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	19	"female"	"0"	120000	14	16	11	"technical"	19	3.3	1.187	7	16
"433"	21	5	3	2	9	3	36	29	32	30	34.4444444444444	44	7	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	20	"female"	"0"	150000	18	14	14	"technical"	16	3.5	2.39	14	5
"434"	22	3	0	2	8	3	40	37	31	33	30	98	0	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	43	"female"	"0"	104086.614890113	11.7098646685734	10.6462522838788	44.2471017707082	"technical"	15.57965976001	2.79	2.94	8	4
"435"	23	4	2	2	8	3	19	32	48	26	49	49	11	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	23	"male"	"0"	55284.247448039	12	14	106	"non-technical"	24.6276521608219	3	3.65	5	13
"436"	26	8	2	5	7	2	30	36	23	20	42	68	4	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	22	"female"	"0"	51170.8646994664	16	20	12	"non-technical"	25	3.2	1.9	20	11
"437"	19	8	4	10	9	1	24	42	46	37	41	73	6	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	19	"male"	"0"	41717.8897598983	14	13	35	"non-technical"	18.899	3.21	3.09	6	10
"438"	16	6	4	10	7	1	26	37	45	38	41	92	2	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	19	"male"	"0"	35565.6306594564	14	13	35	"non-technical"	18.899	3.21	3.09	6	10
"439"	19	3	2	2	9	3	21	42	38	13	37	91	0	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	1e+06	12	12	12	"technical"	23	3.15	2.113	17	6
"440"	25	7	2	4	6	3	37	44	39	44	30	52	0	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	26	"female"	"0"	150000	13	13	70	"non-technical"	18.7587901130487	2.97202238235956	2.027	7	11
"441"	22	4	2	4	8	3	32	50	33	38	32	30	0	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	18	"female"	"0"	90000	16	16	21	"non-technical"	19	2.52	3.17	15	3
"442"	27	7	3	8	5	1	35	42	29	33	36	39	9	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	350000	20	16	45	"technical"	23.085	2.56	3.5	19	13
"443"	22	8	1	5	9	3	32	37	39	41	31	50	3	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	1e+05	18	20	0	"non-technical"	23.683	3.36	3.85	19	5
"444"	14	7	1	3	6	3	25	34	24	24	32	52	7	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"male"	"0"	150000	12	16	17	"non-technical"	22.6559504807618	3	3.8	12	8
"445"	13	5	2	7	4	1	24	38	32	25	31	83	0	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	21	"female"	"0"	70000	16	20	28	"technical"	23	2.9	2.9	6	7
